MSFT (Microsoft Corporation),204.01,-4.03
Jul 16 2020 @ 13:53 ET,Bid,204.03,Ask,204.04,Size,1x3,Vol,10527616
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
03/19/2021,MSFT210319C00090000,93.74,0,113.75,114.75,0,0.7981,0.9375,0.0009,431,90.000,MSFT210319P00090000,0.47,0,0.52,0.65,0,0.5158,-0.0163,0.0005,417
03/19/2021,MSFT210319C00095000,95.92,0,107.85,110.75,0,0.7304,0.9368,0.001,607,95.000,MSFT210319P00095000,0.8,0,0.67,0.79,0,0.5037,-0.0203,0.0006,286
03/19/2021,MSFT210319C00100000,113.89,0,104,105.85,0,0.6939,0.9326,0.0011,1029,100.000,MSFT210319P00100000,0.92,0,0.81,0.97,0,0.4904,-0.0247,0.0007,516
03/19/2021,MSFT210319C00105000,108.9,0,99.05,100.9,0,0.637,0.932,0.0012,1569,105.000,MSFT210319P00105000,0.93,0,0.99,1.17,0,0.4782,-0.03,0.0008,912
03/19/2021,MSFT210319C00110000,88.77,0,93.4,96.15,0,0.5729,0.9339,0.0013,131,110.000,MSFT210319P00110000,1.1,0,1.24,1.42,0,0.4686,-0.0367,0.001,505
03/19/2021,MSFT210319C00115000,92.2,0,89.55,90.6,0,0.5392,0.9294,0.0014,319,115.000,MSFT210319P00115000,1.3,0,1.53,1.71,0,0.4589,-0.0443,0.0012,1080
03/19/2021,MSFT210319C00120000,92.6,0,84.9,86.1,0,0.5129,0.9238,0.0016,388,120.000,MSFT210319P00120000,1.59,0,1.88,2.06,0,0.4499,-0.0533,0.0014,923
03/19/2021,MSFT210319C00125000,87.8,0,80.45,81.2,0,0.4844,0.9181,0.0018,387,125.000,MSFT210319P00125000,2.21,0,2.29,2.46,0,0.4413,-0.0636,0.0017,1104
03/19/2021,MSFT210319C00130000,84.98,0,75.9,76.6,0,0.4653,0.9084,0.002,1536,130.000,MSFT210319P00130000,2.85,0.205,2.74,2.91,1,0.432,-0.075,0.002,3501
03/19/2021,MSFT210319C00135000,71.75,-3.225,70.35,72.5,1,0.4326,0.9039,0.0023,381,135.000,MSFT210319P00135000,3.28,0.105,3.2,3.5,3,0.4233,-0.088,0.0022,929
03/19/2021,MSFT210319C00140000,68.4,-2.15,65.95,67.75,1,0.4133,0.8935,0.0026,1110,140.000,MSFT210319P00140000,3.6,0,3.85,4.05,0,0.415,-0.1026,0.0026,2232
03/19/2021,MSFT210319C00145000,72.89,0,62.65,63.5,0,0.4189,0.8717,0.0029,812,145.000,MSFT210319P00145000,4.55,0.15,4.6,4.8,2,0.4087,-0.1197,0.0029,1187
03/19/2021,MSFT210319C00150000,58,-3.825,58.5,59.15,1,0.407,0.8551,0.0033,1996,150.000,MSFT210319P00150000,5.5,0.325,5.4,5.6,5,0.4013,-0.138,0.0033,2126
03/19/2021,MSFT210319C00155000,60,0,54.25,55.9,0,0.4067,0.8323,0.0036,2277,155.000,MSFT210319P00155000,6.39,0.315,6.3,6.55,1,0.3946,-0.1583,0.0036,3459
03/19/2021,MSFT210319C00160000,49.46,-4.215,50.4,51.35,4,0.3931,0.8128,0.004,2508,160.000,MSFT210319P00160000,7.27,0,7.35,7.65,0,0.3889,-0.1808,0.004,8708
03/19/2021,MSFT210319C00165000,55.09,0,45.75,48.05,0,0.3843,0.789,0.0044,1050,165.000,MSFT210319P00165000,8.55,0.4,8.5,8.85,51,0.3826,-0.205,0.0044,6829
03/19/2021,MSFT210319C00170000,42.75,0,42.85,44.25,0,0.383,0.7623,0.0048,1592,170.000,MSFT210319P00170000,10.05,0.7,9.7,10.15,1,0.3755,-0.2306,0.0048,4667
03/19/2021,MSFT210319C00175000,40.45,-1.85,39.15,40.2,1,0.3706,0.7368,0.0052,1170,175.000,MSFT210319P00175000,11.5,0.75,11.3,11.7,31,0.372,-0.2591,0.0052,2737
03/19/2021,MSFT210319C00180000,36.4,-2.45,36.15,36.7,10,0.3685,0.7057,0.0055,2557,180.000,MSFT210319P00180000,13.2,0.95,13,13.3,1201,0.3675,-0.2883,0.0055,2182
03/19/2021,MSFT210319C00185000,32.96,-2.665,32.9,33.55,8,0.3624,0.676,0.0059,1051,185.000,MSFT210319P00185000,14.3,0,14.75,15.2,0,0.3629,-0.3195,0.0059,1521
03/19/2021,MSFT210319C00190000,29.72,-2.73,29.9,30.4,8,0.3572,0.6437,0.0062,2536,190.000,MSFT210319P00190000,16.8,1.025,16.75,17.05,224,0.3575,-0.3516,0.0062,749
03/19/2021,MSFT210319C00195000,27.15,-2.225,27.05,27.6,18,0.3535,0.6103,0.0064,5544,195.000,MSFT210319P00195000,19.15,1.325,18.9,19.2,6,0.3531,-0.3851,0.0064,760
03/19/2021,MSFT210319C00200000,24.95,-1.575,24.35,24.85,28,0.3484,0.5764,0.0067,6246,200.000,MSFT210319P00200000,21.8,1.8,21.2,21.5,19,0.3489,-0.4189,0.0067,714
03/19/2021,MSFT210319C00210000,19.85,-1.725,19.7,20,51,0.3418,0.5073,0.0069,2713,210.000,MSFT210319P00210000,26.3,1.425,26.3,26.65,9,0.3405,-0.4886,0.007,241
03/19/2021,MSFT210319C00220000,15.7,-1.425,15.45,15.7,59,0.3332,0.4366,0.007,2042,220.000,MSFT210319P00220000,32.65,2.225,32.1,32.45,77,0.3329,-0.5581,0.007,317
03/19/2021,MSFT210319C00230000,11.9,-1.5,11.9,12.3,163,0.3263,0.3699,0.0069,1848,230.000,MSFT210319P00230000,35.75,0,38.15,39.05,0,0.3228,-0.6278,0.0069,212
03/19/2021,MSFT210319C00240000,9.2,-1.125,9.2,9.45,20,0.3216,0.308,0.0065,2264,240.000,MSFT210319P00240000,39.89,0,44.9,46.4,0,0.3149,-0.693,0.0066,169
03/19/2021,MSFT210319C00250000,6.9,-0.975,6.9,7.2,20,0.3165,0.2514,0.006,1479,250.000,MSFT210319P00250000,47,0,53.05,54.5,0,0.3176,-0.7427,0.006,16
03/19/2021,MSFT210319C00260000,5.35,-0.575,5.2,5.5,21,0.3142,0.2035,0.0054,1645,260.000,MSFT210319P00260000,53.64,0,61.3,62.45,0,0.3113,-0.7943,0.0054,8
03/19/2021,MSFT210319C00270000,3.95,-0.675,3.95,4.2,7,0.3132,0.1639,0.0047,514,270.000,MSFT210319P00270000,87.3,0,70.2,71.05,0,0.3101,-0.8346,0.0047,2
03/19/2021,MSFT210319C00280000,3.1,-0.5,3,3.25,279,0.3135,0.1317,0.0041,2919,280.000,MSFT210319P00280000,115.8,0,78.4,80.3,0,0.3008,-0.8757,0.004,10
06/18/2021,MSFT210618C00065000,142.6,0,138.55,139.85,0,1.1357,0.9394,0.0005,35,65.000,MSFT210618P00065000,0.4,0.06,0.26,0.39,4,0.5498,-0.0077,0.0002,2783
06/18/2021,MSFT210618C00070000,102,0,133.45,135.05,0,1.0238,0.9371,0.0006,6,70.000,MSFT210618P00070000,0.42,-0.01,0.34,0.48,75,0.5339,-0.0098,0.0002,1512
06/18/2021,MSFT210618C00075000,138.75,0,128.6,129.9,0,0.9197,0.9371,0.0006,16,75.000,MSFT210618P00075000,0.85,0,0.45,0.59,0,0.5204,-0.0124,0.0003,604
06/18/2021,MSFT210618C00080000,114.65,0,123.65,125,0,0.834,0.9365,0.0007,249,80.000,MSFT210618P00080000,0.72,0,0.57,0.72,0,0.5065,-0.0154,0.0004,984
06/18/2021,MSFT210618C00085000,93.75,0,118.75,120.05,0,0.7599,0.9358,0.0008,73,85.000,MSFT210618P00085000,0.81,0,0.72,0.88,0,0.4946,-0.0191,0.0005,69
06/18/2021,MSFT210618C00090000,120.49,0,113.9,115.05,0,0.6926,0.9356,0.0009,212,90.000,MSFT210618P00090000,0.84,0,0.89,1.05,0,0.482,-0.0232,0.0006,1038
06/18/2021,MSFT210618C00095000,102.9,0,108.7,110.55,0,0.6372,0.9346,0.001,797,95.000,MSFT210618P00095000,1.18,0,1.11,1.3,0,0.4728,-0.0285,0.0007,744
06/18/2021,MSFT210618C00100000,104.95,-3.125,104.05,105.7,3,0.5919,0.9325,0.0011,1729,100.000,MSFT210618P00100000,1.52,0.075,1.36,1.56,3,0.4627,-0.0344,0.0008,4227
06/18/2021,MSFT210618C00105000,103.28,0,99.35,100.9,0,0.5507,0.9302,0.0012,385,105.000,MSFT210618P00105000,1.75,0.015,1.65,1.88,1,0.4533,-0.0413,0.001,1100
06/18/2021,MSFT210618C00110000,99,0,94.6,96.25,0,0.5168,0.9266,0.0013,2671,110.000,MSFT210618P00110000,2.25,0.18,2.02,2.24,5,0.4451,-0.0493,0.0012,1061
06/18/2021,MSFT210618C00115000,101,0,90.15,91.55,0,0.4898,0.9213,0.0015,376,115.000,MSFT210618P00115000,2.65,0,2.43,2.66,0,0.4367,-0.0583,0.0014,924
06/18/2021,MSFT210618C00120000,95.6,0,85.35,86.75,0,0.4588,0.917,0.0016,879,120.000,MSFT210618P00120000,2.86,0,2.89,3.15,0,0.429,-0.0685,0.0016,2220
06/18/2021,MSFT210618C00125000,85.15,0,80.35,82.25,0,0.4329,0.9103,0.0018,510,125.000,MSFT210618P00125000,3.8,0.4,3.4,3.75,5,0.4218,-0.0801,0.0018,2060
06/18/2021,MSFT210618C00130000,78.81,0,76.65,77.85,0,0.4276,0.8975,0.0021,3338,130.000,MSFT210618P00130000,3.45,0,4.05,4.2,0,0.4124,-0.092,0.002,3351
06/18/2021,MSFT210618C00135000,76.6,0,72.45,74.15,0,0.4246,0.8819,0.0023,1325,135.000,MSFT210618P00135000,4.55,-0.1,4.7,5.05,10,0.4071,-0.1066,0.0023,621
06/18/2021,MSFT210618C00140000,67.28,-4.67,67.85,69.35,20,0.4013,0.8726,0.0026,1579,140.000,MSFT210618P00140000,5.74,0.365,5.5,5.85,1,0.4006,-0.1223,0.0026,5029
06/18/2021,MSFT210618C00145000,68.75,0,63.65,65.3,0,0.3927,0.8565,0.0029,2826,145.000,MSFT210618P00145000,6.5,0.3,6.4,6.7,428,0.3941,-0.1392,0.0029,1328
06/18/2021,MSFT210618C00150000,61.25,-2.4,59.85,61.3,2,0.3876,0.8376,0.0032,945,150.000,MSFT210618P00150000,6.91,0,7.4,7.75,0,0.3888,-0.1579,0.0032,2991
06/18/2021,MSFT210618C00155000,56.45,-3.225,56.2,57.25,2,0.3816,0.8178,0.0035,568,155.000,MSFT210618P00155000,8.9,0.675,8.55,8.9,1,0.3839,-0.1782,0.0035,2483
06/18/2021,MSFT210618C00160000,52.29,-3.535,52.5,53.5,19,0.3764,0.7963,0.0038,2347,160.000,MSFT210618P00160000,9.87,0,9.75,10.1,0,0.3779,-0.1994,0.0038,2229
06/18/2021,MSFT210618C00165000,52,0,48.85,49.8,0,0.3702,0.7737,0.0041,2258,165.000,MSFT210618P00165000,11.3,0.65,11.05,11.55,92,0.3731,-0.2222,0.0041,3440
06/18/2021,MSFT210618C00170000,47.27,0,45,46.45,0,0.3635,0.75,0.0044,2741,170.000,MSFT210618P00170000,13.1,1.025,12.5,13.05,12,0.3679,-0.2464,0.0044,3364
06/18/2021,MSFT210618C00175000,42.12,-2.98,42.25,43.1,11,0.3637,0.7232,0.0046,1982,175.000,MSFT210618P00175000,14.3,0.7,14.15,14.7,7,0.3635,-0.2719,0.0046,2328
06/18/2021,MSFT210618C00180000,39,-2.825,38.85,39.7,8,0.3566,0.6971,0.0049,2812,180.000,MSFT210618P00180000,16.1,0.825,15.9,16.5,72,0.3592,-0.2984,0.0049,1983
06/18/2021,MSFT210618C00185000,36.4,-2.175,35.7,36.75,1,0.3527,0.6693,0.0052,1618,185.000,MSFT210618P00185000,18,0.9,17.85,18.5,47,0.3558,-0.326,0.0052,940
06/18/2021,MSFT210618C00190000,33.17,-2.43,33,33.7,15,0.3494,0.6407,0.0054,8828,190.000,MSFT210618P00190000,20.5,1.425,20,20.6,111,0.3524,-0.3544,0.0054,866
06/18/2021,MSFT210618C00195000,30.37,-2.405,30.3,31.15,5,0.3475,0.6116,0.0056,1652,195.000,MSFT210618P00195000,22.36,1.185,22.15,22.7,5,0.3471,-0.3836,0.0056,724
06/18/2021,MSFT210618C00200000,28,-1.975,27.7,28.55,87,0.3441,0.5819,0.0058,3514,200.000,MSFT210618P00200000,25.2,1.75,24.45,25.3,20,0.3445,-0.413,0.0057,1026
06/18/2021,MSFT210618C00210000,23.4,-1.55,23,23.6,41,0.3362,0.5216,0.006,6671,210.000,MSFT210618P00210000,24.9,0,29.8,30.65,0,0.3394,-0.4724,0.006,300
06/18/2021,MSFT210618C00220000,18.95,-1.65,18.85,19.45,47,0.3306,0.4618,0.0061,2719,220.000,MSFT210618P00220000,30.36,0,35.55,36.65,0,0.3339,-0.5316,0.006,378
06/18/2021,MSFT210618C00230000,15.5,-1.3,15.2,15.85,53,0.3245,0.403,0.0061,1681,230.000,MSFT210618P00230000,36.75,0,41.75,42.5,0,0.3234,-0.5927,0.0061,523
06/18/2021,MSFT210618C00240000,12.4,-1.15,12.25,12.6,18,0.3192,0.3463,0.0059,1805,240.000,MSFT210618P00240000,42.55,0,48.85,49.45,0,0.3193,-0.6477,0.0059,197
06/18/2021,MSFT210618C00250000,9.75,-1.25,9.85,10.15,30,0.3157,0.2965,0.0056,2822,250.000,MSFT210618P00250000,56.85,2.775,56.15,56.9,1,0.3137,-0.7004,0.0056,365
06/18/2021,MSFT210618C00260000,7.75,-0.925,7.8,8.05,24,0.312,0.2499,0.0052,654,260.000,MSFT210618P00260000,55.1,0,63.55,64.95,0,0.3068,-0.7504,0.0052,130
06/18/2021,MSFT210618C00270000,6.25,-0.625,6.2,6.45,311,0.3104,0.21,0.0047,1650,270.000,MSFT210618P00270000,68.38,0,72.55,73.35,0,0.3101,-0.7853,0.0047,37
06/18/2021,MSFT210618C00280000,5.05,-0.5,4.95,5.25,69,0.3108,0.1765,0.0042,4022,280.000,MSFT210618P00280000,92.3,0,80.5,82.2,0,0.3028,-0.8261,0.0042,3
09/17/2021,MSFT210917C00100000,104.71,-3.74,103.85,106.35,5,0.5375,0.9278,0.0011,22,100.000,MSFT210917P00100000,1.67,0,1.87,2.23,0,0.4419,-0.0426,0.0009,174
09/17/2021,MSFT210917C00105000,61.9,0,99.2,101.75,0,0.5057,0.9239,0.0012,1,105.000,MSFT210917P00105000,2.87,0,2.26,2.63,0,0.4338,-0.0504,0.0011,128
09/17/2021,MSFT210917C00110000,72.22,0,94.4,96.6,0,0.4651,0.9227,0.0013,3,110.000,MSFT210917P00110000,2.96,0,2.7,3.1,0,0.4261,-0.0592,0.0013,260
09/17/2021,MSFT210917C00115000,0,0,90.05,92.1,0,0.4466,0.9155,0.0015,1,115.000,MSFT210917P00115000,2.8,0,3.2,3.65,0,0.4188,-0.0691,0.0014,93
09/17/2021,MSFT210917C00120000,82,0,85.6,88.1,0,0.4354,0.9054,0.0017,41,120.000,MSFT210917P00120000,4,0.125,3.8,4.25,1,0.4124,-0.0802,0.0016,33
09/17/2021,MSFT210917C00125000,84.87,0,81.9,83.45,0,0.4256,0.894,0.0019,5,125.000,MSFT210917P00125000,4.1,0,4.45,4.95,0,0.406,-0.0924,0.0018,37
09/17/2021,MSFT210917C00130000,79.44,0,76.95,79.4,0,0.4073,0.8848,0.0021,390,130.000,MSFT210917P00130000,5.55,0.3,5.25,5.75,10,0.401,-0.1062,0.0021,165
09/17/2021,MSFT210917C00135000,74.05,-3.2,73.05,75.05,3,0.3987,0.8711,0.0023,20,135.000,MSFT210917P00135000,6.1,0,6.1,6.6,0,0.3952,-0.1208,0.0023,196
09/17/2021,MSFT210917C00140000,71.4,0,69.25,71.25,0,0.3963,0.8541,0.0025,68,140.000,MSFT210917P00140000,7.45,0,7.05,7.55,0,0.3897,-0.1367,0.0025,21
09/17/2021,MSFT210917C00145000,75.85,0,65.65,67.2,0,0.391,0.8371,0.0028,40,145.000,MSFT210917P00145000,6.9,0,8.1,8.6,0,0.3845,-0.1538,0.0028,185
09/17/2021,MSFT210917C00150000,61.4,-3.8,60.9,63.5,2,0.3775,0.8219,0.003,263,150.000,MSFT210917P00150000,9.15,0,9.25,9.8,0,0.3798,-0.1722,0.003,1006
09/17/2021,MSFT210917C00155000,62,0,57.2,59.5,0,0.3703,0.8031,0.0033,38,155.000,MSFT210917P00155000,9.06,0,10.55,11,0,0.3747,-0.1916,0.0033,531
09/17/2021,MSFT210917C00160000,63,0,53.5,56.1,0,0.3661,0.7824,0.0036,200,160.000,MSFT210917P00160000,12.3,0,11.95,12.5,0,0.3711,-0.2125,0.0035,295
09/17/2021,MSFT210917C00165000,51.5,0,50.8,52.25,0,0.3647,0.7597,0.0038,168,165.000,MSFT210917P00165000,11.63,0,13.45,14,0,0.3666,-0.2341,0.0038,112
09/17/2021,MSFT210917C00170000,48.75,-1.925,46.8,49.1,1,0.3574,0.7376,0.0041,581,170.000,MSFT210917P00170000,15.31,0.76,15.1,15.6,1,0.3622,-0.2568,0.004,283
09/17/2021,MSFT210917C00175000,47.9,0,43.85,45.55,0,0.353,0.7139,0.0043,441,175.000,MSFT210917P00175000,14.1,0,16.8,17.4,0,0.3579,-0.2804,0.0042,299
09/17/2021,MSFT210917C00180000,43,0,41,42.35,0,0.3503,0.689,0.0045,264,180.000,MSFT210917P00180000,18.9,0.925,18.65,19.25,3,0.3535,-0.3046,0.0045,317
09/17/2021,MSFT210917C00185000,38.2,-3,37.65,39.35,3,0.3439,0.6638,0.0047,296,185.000,MSFT210917P00185000,20.77,0.82,20.65,21.35,6,0.35,-0.3299,0.0047,319
09/17/2021,MSFT210917C00190000,35.5,-2.775,35.1,36.6,5,0.3427,0.6376,0.0049,160,190.000,MSFT210917P00190000,22.99,0.965,22.85,23.5,1,0.3467,-0.3556,0.0048,605
09/17/2021,MSFT210917C00195000,35.5,0,32.8,33.9,0,0.3417,0.6112,0.005,116,195.000,MSFT210917P00195000,21.75,0,25.15,25.75,0,0.3429,-0.382,0.005,270
09/17/2021,MSFT210917C00200000,30.7,-2.1,30.4,31.4,12,0.3395,0.5845,0.0052,1787,200.000,MSFT210917P00200000,28.35,0,27.55,28.25,0,0.3402,-0.4081,0.0051,508
09/17/2021,MSFT210917C00210000,26.07,-1.855,25.75,26.5,6,0.3327,0.5306,0.0054,332,210.000,MSFT210917P00210000,33.05,1.475,32.7,33.5,1,0.3326,-0.4628,0.0054,259
09/17/2021,MSFT210917C00220000,21.5,-2.275,21.45,22.2,4,0.3256,0.4759,0.0055,1947,220.000,MSFT210917P00220000,34.3,0,38.5,39.4,0,0.3273,-0.5165,0.0055,56
09/17/2021,MSFT210917C00230000,18.03,-1.995,17.85,18.35,214,0.3194,0.4224,0.0055,990,230.000,MSFT210917P00230000,39.75,0,44.65,45.65,0,0.3205,-0.5701,0.0055,829
09/17/2021,MSFT210917C00240000,14.99,-1.585,14.75,15.2,64,0.3149,0.3717,0.0054,585,240.000,MSFT210917P00240000,52.4,0,51.45,52.3,0,0.3145,-0.6218,0.0054,32
09/17/2021,MSFT210917C00250000,12.29,-1.385,12,13,68,0.3109,0.324,0.0052,318,250.000,MSFT210917P00250000,52,0,58.45,60.1,0,0.3113,-0.669,0.0052,13
09/17/2021,MSFT210917C00260000,10.35,-0.925,9.7,10.55,103,0.3084,0.281,0.0049,495,260.000,MSFT210917P00260000,68.4,0,65.95,67.85,0,0.3066,-0.7141,0.0049,6
01/21/2022,MSFT220121C00070000,143.44,0,133.05,135.4,0,0.8028,0.933,0.0006,199,70.000,MSFT220121P00070000,0.83,-0.005,0.75,0.95,197,0.4681,-0.0164,0.0003,1984
01/21/2022,MSFT220121C00075000,139.7,0,128.1,130.6,0,0.7274,0.9326,0.0006,113,75.000,MSFT220121P00075000,1.07,0,0.95,1.22,0,0.4603,-0.0207,0.0004,385
01/21/2022,MSFT220121C00080000,131,0,123.6,125.7,0,0.6687,0.9306,0.0007,352,80.000,MSFT220121P00080000,1.18,0,1.19,1.47,0,0.4504,-0.0252,0.0005,414
01/21/2022,MSFT220121C00085000,128.61,0,118.6,120.7,0,0.6073,0.93,0.0008,153,85.000,MSFT220121P00085000,1.5,0,1.45,1.76,0,0.4407,-0.0303,0.0006,213
01/21/2022,MSFT220121C00090000,125,0,113.9,115.85,0,0.5607,0.9282,0.0009,286,90.000,MSFT220121P00090000,1.78,0,1.78,2,0,0.4299,-0.0358,0.0007,635
01/21/2022,MSFT220121C00095000,110,-3.5,109.35,111.3,4,0.5268,0.9245,0.001,443,95.000,MSFT220121P00095000,2.08,0,2.15,2.5,0,0.4245,-0.0432,0.0009,488
01/21/2022,MSFT220121C00100000,108.5,0,104.5,106.5,0,0.488,0.9224,0.0011,873,100.000,MSFT220121P00100000,2.75,0,2.67,2.95,0,0.419,-0.0514,0.001,1937
01/21/2022,MSFT220121C00105000,109.5,0,99.85,102.25,0,0.4646,0.9169,0.0012,163,105.000,MSFT220121P00105000,2.97,0,3.2,3.45,0,0.4123,-0.0601,0.0011,331
01/21/2022,MSFT220121C00110000,99.1,0,95.7,97.75,0,0.4473,0.9094,0.0013,717,110.000,MSFT220121P00110000,3.45,0,3.8,4.05,0,0.4065,-0.07,0.0013,513
01/21/2022,MSFT220121C00115000,102.7,0,91.3,93,0,0.4244,0.9034,0.0015,328,115.000,MSFT220121P00115000,4.1,0,4.35,4.8,0,0.4003,-0.0806,0.0015,1326
01/21/2022,MSFT220121C00120000,90,0,87.25,88.6,0,0.4122,0.8935,0.0017,431,120.000,MSFT220121P00120000,5.3,0.25,5.15,5.4,1,0.3938,-0.092,0.0017,1415
01/21/2022,MSFT220121C00125000,82.55,-4.25,82.7,84.5,1,0.4007,0.8814,0.0019,517,125.000,MSFT220121P00125000,6.25,0.4,6,6.25,1,0.389,-0.105,0.0019,788
01/21/2022,MSFT220121C00130000,79.35,-3.375,78.55,80.25,5,0.3892,0.8698,0.0021,940,130.000,MSFT220121P00130000,7.05,0.35,6.9,7.2,26,0.3844,-0.1189,0.0021,4996
01/21/2022,MSFT220121C00135000,84.8,0,74.15,76.2,0,0.3775,0.8574,0.0023,826,135.000,MSFT220121P00135000,8,0.325,7.85,8.25,1,0.3795,-0.1337,0.0023,921
01/21/2022,MSFT220121C00140000,70.5,-4.125,70.2,72.1,4,0.3667,0.8452,0.0025,1631,140.000,MSFT220121P00140000,7.88,0,9,9.35,0,0.375,-0.1496,0.0025,2787
01/21/2022,MSFT220121C00145000,69,0,67.1,68.5,0,0.3689,0.8259,0.0027,1465,145.000,MSFT220121P00145000,8.96,0,10.2,10.6,0,0.3711,-0.1666,0.0027,3439
01/21/2022,MSFT220121C00150000,64,-2.975,63.35,64.65,10,0.3616,0.8092,0.0029,2378,150.000,MSFT220121P00150000,11.3,0,11.5,11.7,0,0.3652,-0.1839,0.0029,3016
01/21/2022,MSFT220121C00155000,60,-3.375,59.85,61.2,2,0.3591,0.7898,0.0031,1698,155.000,MSFT220121P00155000,12.3,0,12.6,13.35,0,0.3605,-0.2024,0.0031,1122
01/21/2022,MSFT220121C00160000,56.9,-2.9,56.85,57.65,2,0.3575,0.7694,0.0033,2168,160.000,MSFT220121P00160000,14.62,0.67,14.45,14.8,7,0.3583,-0.2225,0.0033,3512
01/21/2022,MSFT220121C00165000,53.43,-3.07,53.5,54.35,4,0.3552,0.7472,0.0035,4675,165.000,MSFT220121P00165000,14.2,0,16.1,16.55,0,0.3546,-0.2434,0.0035,749
01/21/2022,MSFT220121C00170000,49.95,-3.3,50.25,51.8,44,0.354,0.7271,0.0037,2878,170.000,MSFT220121P00170000,16.95,0,17.85,18.3,0,0.3514,-0.2642,0.0037,1158
01/21/2022,MSFT220121C00175000,47.61,-2.215,46.5,48.65,3,0.3475,0.7043,0.0039,1911,175.000,MSFT220121P00175000,18.1,0,19.75,20.2,0,0.348,-0.2861,0.0039,969
01/21/2022,MSFT220121C00180000,44.6,-2.375,44.3,45.05,22,0.3436,0.6834,0.0041,2249,180.000,MSFT220121P00180000,22,1.075,21.45,22.5,1,0.3446,-0.3084,0.004,2660
01/21/2022,MSFT220121C00185000,41.41,-2.74,41.45,42.55,3,0.3424,0.6604,0.0042,1979,185.000,MSFT220121P00185000,23.1,0,23.9,24.3,0,0.3412,-0.3315,0.0042,1468
01/21/2022,MSFT220121C00190000,42.7,0,38.75,40,0,0.3406,0.6371,0.0043,2603,190.000,MSFT220121P00190000,22.9,0,25.8,27,0,0.3387,-0.3548,0.0043,901
01/21/2022,MSFT220121C00195000,36.35,-2.15,36.15,37.05,2,0.336,0.6133,0.0045,1188,195.000,MSFT220121P00195000,25.05,0,28.45,29.05,0,0.3354,-0.3785,0.0045,537
01/21/2022,MSFT220121C00200000,33.9,-2.075,34,34.35,42,0.3336,0.5896,0.0046,9302,200.000,MSFT220121P00200000,31.5,0,30.8,32,0,0.3341,-0.4021,0.0046,1453
01/21/2022,MSFT220121C00210000,29.5,-1.775,29.1,29.8,19,0.3272,0.5411,0.0048,2432,210.000,MSFT220121P00210000,32.4,0,36.1,37.6,0,0.3295,-0.4498,0.0047,778
01/21/2022,MSFT220121C00220000,25,-2,25,25.75,41,0.3229,0.4934,0.0049,2385,220.000,MSFT220121P00220000,41.55,0,42.05,43.45,0,0.3252,-0.497,0.0048,180
01/21/2022,MSFT220121C00230000,21.4,-1.7,21.45,22.1,8,0.319,0.447,0.0049,1234,230.000,MSFT220121P00230000,48.99,2.115,48.35,49.05,11,0.317,-0.5461,0.0049,134
01/21/2022,MSFT220121C00240000,18.6,-1,18.05,18.9,47,0.3143,0.4012,0.0049,6466,240.000,MSFT220121P00240000,49.63,0,54.85,56.65,0,0.3158,-0.5894,0.0048,18
01/21/2022,MSFT220121C00250000,15.8,-1.05,15.55,16.05,55,0.3121,0.3594,0.0047,5467,250.000,MSFT220121P00250000,55,0,61.55,63,0,0.3056,-0.6381,0.0048,97
01/21/2022,MSFT220121C00260000,13.1,-1.025,13.2,13.65,1,0.3097,0.3198,0.0046,3301,260.000,MSFT220121P00260000,68.2,0,69.55,70.5,0,0.3044,-0.677,0.0046,68
01/21/2022,MSFT220121C00270000,11.28,-0.77,11.1,11.5,27,0.3066,0.2823,0.0044,4454,270.000,MSFT220121P00270000,84.08,0,77.05,78.45,0,0.2995,-0.7169,0.0044,30
01/21/2022,MSFT220121C00280000,9.2,-1.025,9.25,9.9,18,0.3056,0.2487,0.0041,2499,280.000,MSFT220121P00280000,78.62,0,85.55,86.65,0,0.2978,-0.7501,0.0041,144
01/21/2022,MSFT220121C00290000,8.08,-0.77,8,8.15,51,0.3032,0.2186,0.0039,1098,290.000,MSFT220121P00290000,0,0,93.45,96.2,0,0.2996,-0.7772,0.0039,0
03/18/2022,MSFT220318C00080000,120.25,0,123.45,125.6,0,0.644,0.924,0.0007,5,80.000,MSFT220318P00080000,1.29,0,0.68,2.18,0,0.434,-0.0265,0.0005,176
03/18/2022,MSFT220318C00085000,0,0,118.5,120.95,0,0.5923,0.9221,0.0008,0,85.000,MSFT220318P00085000,3.44,0,1.02,2.52,0,0.4272,-0.0324,0.0006,15
03/18/2022,MSFT220318C00090000,97,0,113.85,116,0,0.5481,0.9188,0.0009,2,90.000,MSFT220318P00090000,3.75,0,1.42,2.92,0,0.4213,-0.039,0.0008,109
03/18/2022,MSFT220318C00095000,89.99,0,109.25,111.6,0,0.516,0.9157,0.001,8,95.000,MSFT220318P00095000,3.17,0,1.85,3.35,0,0.414,-0.0463,0.0009,65
03/18/2022,MSFT220318C00100000,107,0,103.5,106.7,0,0.463,0.9169,0.0011,79,100.000,MSFT220318P00100000,2.88,0,2.88,3.5,0,0.4107,-0.0555,0.001,79
03/18/2022,MSFT220318C00105000,83.8,0,100.4,102.2,0,0.4609,0.9059,0.0012,67,105.000,MSFT220318P00105000,4.37,0,3.3,4.85,0,0.4138,-0.0674,0.0012,10
